1,106,關於經驗的N種思考,「有經驗」或「沒經驗」其實各有利弊；是利是弊，是阻力是助力，端看事件的性質、事態的發展或當事人如何看待……而定；至於「好經驗」或「壞經驗」，或許也存在著不同的意義與影響。請以「關於經驗的N種思考」為題，結合事例與看法，寫一篇完整的文章，文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J073634368584558538
2,105,我看歪腰郵筒,"104年8月8日，蘇迪勒颱風來襲，臺北市龍江路有兩個郵筒遭強風吹落的招牌砸歪，因而被戲稱為「歪腰郵筒」。由於歪腰郵筒姿勢可愛，民眾紛紛到該地拍照，使「受災」郵筒意外產生療癒功效。此一新聞甚至引起外國媒體注意，美、日皆對臺灣人民在天災及苦悶的生活中所展現出的幽默感印象深刻。稍後，中華郵政更推出特製郵戳（右圖）及「人生嘛，歪腰也無妨」等一系列主題式明信片，頗受歡迎。
請就上述新聞事件，以「我看歪腰郵筒」為題，寫一篇完整的文章，陳述你的看法、感想、或評論，內容須切合「歪腰郵筒」所引發的現象或迴響，文長不限。",https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J073573365922952636
3,104,獨享,在傳統價值中，總是鼓勵人們貢獻所能，分享所有。但兩人間的愛情承諾不容第三者分享，一向符合世道輿情；有些商家只讓會員獨享優惠，也有合理目的。此外，有些生活中的趣味本來就不需要、甚至無法與別人分享，例如：一杯啜飲咖啡的時光、一竿臨溪垂釣的等待、一路揮汗慢跑的苦練……，都可能如王維所說：「興來每獨往，勝事空自知」。請以「獨享」為題，寫一篇文章，談論關於「獨享」的經驗、體會或反思，論說、記敘、抒情皆可，文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J073540546544602901
4,103,通關密語,阿里巴巴能打開石門，是因為他知道「芝麻開門」的密語；烹飪高手能征服大家的味蕾，是因為他練就一身功夫，抓到美味的訣竅；演員能成功詮釋某個角色，必然是因為他對人生的悲歡離合有深刻的領會。對於人生的考驗，你是否也有自己的「通關密語」？請以「通關密語」為題，寫下你找出「密語」而得以「通關」的過程，以及其中的體會。文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J073503107608256517
5,102,人間愉快,曾永義《愉快人間》說：「為了『人間愉快』，就要『人間處處開心眼』，就要具備擔荷、化解、包容、觀賞等四種能力，達成『蓮花步步生』的境界。」這是一段充滿生命智慧的哲思。「人間愉快」，可以是敞開心胸、放寬眼界的自得；可以是承擔責任、化解問題的喜悅；可以是對周遭事物的諒解和包容；可以是觀照生活情趣的藝術；也可以是……。請根據親身感受或所見所聞，以「人間愉快」為題，寫一篇完整的文章，記敘、抒情、議論皆可，文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J072624741013016328
6,101,自勝者強,老子說：「勝人者有力，自勝者強。」所謂「自勝者強」，是指真正的強者，不在於贏過別人；而在於戰勝自己。現代社會中，許多人喜歡跟別人競爭，卻不願好好面對自己，克服自己的弱點。其實，只有改進自我，才能強化自我、成就自我。請根據親身感受或所見所聞，以「自勝者強」為題，寫一篇文章。論說、記敘、抒情皆可，文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J072587361178170842
7,100,學校和學生的關係,司法院大法官會議做出第六八四號解釋，認定大學生如不滿學校的處分，有權可提起訴願和行政訴訟。臺灣大學李校長表示，依據《大學法》的規定，學校在法律的範圍內有自治權，學生也有很多申訴管道；大法官做出這項解釋，可能造成學校和學生之間關係的緊張。學校是教學的地方，學校和學生之間的關係，應如何維持和諧，避免陷於緊張，而影響教學活動，是學校和學生雙方面都應關心的問題。對大法官的這項解釋和李校長的反應，以你在學校的親身體驗或所見所聞，請以「學校和學生的關係」為題，寫一篇完整的文章。文體不拘，文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J072571434308732923
8,99,漂流木的獨白,2009年8月，莫拉克颱風所帶來的驚人雨量，在水土保持不良的山區造成嚴重災情，土石流毀壞了橋樑，掩埋了村莊，甚至將山上許多樹木，一路衝到了海邊，成為漂流木。請想像自己是一株躺在海邊的漂流木，以「漂流木的獨白」為題，用第一人稱「我」的觀點寫一篇文章，述說你的遭遇與感想，文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J072543248264850656
9,98,逆境,人生有如一條長遠的旅途，其間有寬廣平坦的順境，也有崎嶇坎坷的逆境。你曾經遭遇到什麼樣的逆境？你如何面對逆境，克服逆境？請以「逆境」為題，寫一篇文章，可以記敘、論說或抒情，文長不限。,https://www.ceec.edu.tw/xmdoc/cont?xsmsid=0J071624926253508127&sid=0J072426441424424303
10,97,如果當時……,雖然時光一去不返，但人們偶爾還是會想像回到過去。有人想像回到從前去修改原先的決定；有人想像回到事故現場阻止意外事件的發生；有人想像回到古埃及時期，影響當時各國間的局勢；有人想像回到戰國時代，扭轉當時的歷史……請以「如果當時……」為題（刪節號處不必再加文字），寫一篇文章，從自己的生命歷程或人類的歷史發展中，選擇一個你最想加以改變的過去時空情境，並想像那一個時空情境因為你的重返或加入所產生的改變。文長不限。,無資料
11,96,走過,"或許你有過類似的經驗：熟悉的小吃店正在改裝，即將變成服飾店；路旁的荒地整理之後，成為社區民眾休閒的好所在；曾經熱鬧的村落街道，漸漸人影稀疏，失去了光采。……
這些生活空間的改變，背後可能蘊藏許多故事或啟示。請你從個人具體的生活經驗出發，以「走過」為題，寫一篇文章，內容必須包含：生活空間今昔情景的敘寫、今昔之變的原因、個人對此改變的感受或看法，文長不限。",無資料
12,95,雨季的故事,"下面是一篇未完成的文章，請以「雨季的故事」為題，設想情境，接續下列文字，鋪寫成一篇完整的散文，文長不限。
雨季來時，石頭上面長了些綠絨似的苔類。雨季一過，苔已乾枯了，在一片未乾枯苔上正開著小小藍花白花，有細腳蜘蛛在旁邊爬。河水從石罅間漱流，……
【注意】寫作時，為求文章完整呈現，上列引文務請抄錄，否則扣分。",無資料
13,94,失去,"人生難免「失去」：我們有時沈浸在失去的感傷中；有時因失去才學會珍惜；有時明明已經失去，卻毫不自覺；而有時失去其實並非失去……
請根據自己的體驗，以「失去」為題，寫作一篇首尾俱足、結構完整的文章，文長不限。",無資料
